date,time,open,max,min,close,value
2012.01.13,00:00,1.28202,1.28780,1.26238,1.26830,130732
2012.01.16,00:00,1.26477,1.26871,1.26262,1.26660,76324
2012.01.17,00:00,1.26662,1.28086,1.26650,1.27465,105935
2012.01.18,00:00,1.27467,1.28679,1.27341,1.28639,118494
2012.01.19,00:00,1.28642,1.29719,1.28388,1.29610,108032
2012.01.20,00:00,1.29608,1.29860,1.28869,1.29328,93336
2012.01.23,00:00,1.28880,1.30523,1.28827,1.30238,99552
2012.01.24,00:00,1.30240,1.30624,1.29536,1.30348,59027
2012.01.25,00:00,1.30350,1.31201,1.29301,1.31059,52419
2012.01.26,00:00,1.31061,1.31845,1.30883,1.30885,88669
2012.01.27,00:00,1.30887,1.32197,1.30768,1.32183,104599
2012.01.30,00:00,1.32063,1.32089,1.30765,1.31381,96057
2012.01.31,00:00,1.31382,1.32135,1.30418,1.30761,107251
2012.02.01,00:00,1.30760,1.32181,1.30280,1.31704,111506
2012.02.02,00:00,1.31701,1.31961,1.30851,1.31361,105824
2012.02.03,00:00,1.31359,1.32054,1.30656,1.31467,104671
2012.02.06,00:00,1.31247,1.31411,1.30274,1.31181,99296
2012.02.07,00:00,1.31182,1.32692,1.30902,1.32475,112854
2012.02.08,00:00,1.32478,1.32870,1.32155,1.32475,110036
2012.02.09,00:00,1.32480,1.33208,1.32266,1.32754,110671
2012.02.10,00:00,1.32753,1.32909,1.31553,1.31727,97674
2012.02.13,00:00,1.32395,1.32836,1.31457,1.31538,86885
2012.02.14,00:00,1.31542,1.32154,1.30800,1.31288,121728
2012.02.15,00:00,1.31289,1.31902,1.30436,1.30556,135424
2012.02.16,00:00,1.30552,1.31588,1.29738,1.31272,139204
2012.02.17,00:00,1.31271,1.31979,1.31149,1.31561,88980
2012.02.20,00:00,1.32229,1.32761,1.31819,1.32078,84088
2012.02.21,00:00,1.32079,1.32917,1.31870,1.32492,100171
2012.02.22,00:00,1.32491,1.32684,1.32113,1.32551,114845
2012.02.23,00:00,1.32548,1.33790,1.32318,1.33741,114971
2012.02.24,00:00,1.33738,1.34850,1.33577,1.34655,101536
2012.02.27,00:00,1.34669,1.34683,1.33672,1.34074,121232
2012.02.28,00:00,1.34078,1.34798,1.33890,1.34784,127933
2012.02.29,00:00,1.34783,1.34851,1.33148,1.33239,142993
2012.03.01,00:00,1.33244,1.33560,1.32819,1.33268,127537
2012.03.02,00:00,1.33257,1.33330,1.31870,1.32038,114231
2012.03.05,00:00,1.31848,1.32410,1.31601,1.32233,121207
2012.03.06,00:00,1.32234,1.32255,1.31029,1.31202,123599
2012.03.07,00:00,1.31203,1.31637,1.30963,1.31408,114991
2012.03.08,00:00,1.31407,1.32910,1.31354,1.32714,123611
2012.03.09,00:00,1.32713,1.32717,1.30967,1.31144,116952
2012.03.12,00:00,1.31215,1.31725,1.30787,1.31698,101021
2012.03.13,00:00,1.31696,1.31909,1.30520,1.30789,114267
2012.03.14,00:00,1.30788,1.30899,1.30108,1.30206,115014
2012.03.15,00:00,1.30205,1.31190,1.30040,1.30768,121778
2012.03.16,00:00,1.30769,1.31871,1.30489,1.31749,78496
2012.03.19,00:00,1.31763,1.32635,1.31418,1.32294,76408
2012.03.20,00:00,1.32295,1.32518,1.31723,1.32383,103009
2012.03.21,00:00,1.32382,1.32845,1.31786,1.32171,105956
2012.03.22,00:00,1.32173,1.32533,1.31336,1.32046,118386
2012.03.23,00:00,1.32045,1.32933,1.31910,1.32693,115160
2012.03.26,00:00,1.32833,1.33675,1.31921,1.33565,113262
2012.03.27,00:00,1.33567,1.33852,1.33129,1.33281,110181
2012.03.28,00:00,1.33278,1.33733,1.32770,1.33255,124143
2012.03.29,00:00,1.33256,1.33445,1.32517,1.33132,125168
2012.03.30,00:00,1.33133,1.33773,1.33094,1.33433,111254
2012.04.02,00:00,1.33562,1.33801,1.32792,1.33297,111614
2012.04.03,00:00,1.33299,1.33672,1.32133,1.32222,115294
2012.04.04,00:00,1.32223,1.32328,1.31070,1.31433,105808
2012.04.05,00:00,1.31434,1.31645,1.30351,1.30627,102224
2012.04.06,00:00,1.30626,1.31073,1.30521,1.30927,36356
2012.04.09,00:00,1.30861,1.31332,1.30336,1.31101,49552
2012.04.10,00:00,1.31102,1.31438,1.30541,1.30727,91090
2012.04.11,00:00,1.30725,1.31567,1.30663,1.31184,90521
2012.04.12,00:00,1.31183,1.32136,1.31022,1.31891,90272
2012.04.13,00:00,1.31892,1.32000,1.30698,1.30770,99792
2012.04.16,00:00,1.30431,1.31473,1.29948,1.31258,87659
2012.04.17,00:00,1.31257,1.31724,1.30901,1.31349,81335
2012.04.18,00:00,1.31348,1.31406,1.30580,1.31172,44780
2012.04.19,00:00,1.31170,1.31649,1.30691,1.31431,51692
2012.04.20,00:00,1.31429,1.32263,1.31286,1.32162,37642
2012.04.23,00:00,1.32074,1.32101,1.31056,1.31490,65133
2012.04.24,00:00,1.31489,1.32177,1.31448,1.31952,73415
2012.04.25,00:00,1.31954,1.32363,1.31731,1.32311,42737
2012.04.26,00:00,1.32309,1.32622,1.31778,1.31926,70324
2012.04.27,00:00,1.31924,1.32697,1.31572,1.32518,76806
2012.04.30,00:00,1.32394,1.32663,1.32083,1.32386,65975
2012.05.01,00:00,1.32388,1.32830,1.32044,1.32370,81179
2012.05.02,00:00,1.32377,1.32401,1.31227,1.31477,89611
2012.05.03,00:00,1.31475,1.31799,1.30960,1.31541,63383
2012.05.04,00:00,1.31540,1.31781,1.30801,1.30833,60697
2012.05.07,00:00,1.29613,1.30652,1.29613,1.30592,67731
2012.05.08,00:00,1.30590,1.30597,1.29824,1.29930,76345
2012.05.09,00:00,1.29928,1.30032,1.29115,1.29345,86839
2012.05.10,00:00,1.29343,1.29785,1.29246,1.29332,72415
2012.05.11,00:00,1.29330,1.29573,1.29052,1.29126,66152
2012.05.14,00:00,1.28974,1.29042,1.28152,1.28302,70197
2012.05.15,00:00,1.28300,1.28690,1.27210,1.27346,74600
2012.05.16,00:00,1.27344,1.27584,1.26813,1.27319,87813
2012.05.17,00:00,1.27317,1.27490,1.26669,1.26978,82612
2012.05.18,00:00,1.26976,1.27934,1.26422,1.27771,77907
2012.05.21,00:00,1.27713,1.28238,1.27253,1.28121,71993
2012.05.22,00:00,1.28119,1.28143,1.26520,1.26608,81316
2012.05.23,00:00,1.26609,1.26879,1.25465,1.25617,96269
2012.05.24,00:00,1.25619,1.26203,1.25158,1.25352,91501
2012.05.25,00:00,1.25350,1.26018,1.24966,1.25150,74364
2012.05.28,00:00,1.25665,1.26232,1.25166,1.25213,53881
2012.05.29,00:00,1.25211,1.25744,1.24614,1.24771,79016
2012.05.30,00:00,1.24773,1.24868,1.23610,1.23735,84780
2012.05.31,00:00,1.23733,1.24282,1.23364,1.23620,82051
2012.06.01,00:00,1.23618,1.24545,1.22888,1.24314,104773
2012.06.04,00:00,1.23984,1.25270,1.23859,1.25265,72565
2012.06.05,00:00,1.25263,1.25417,1.24101,1.24618,77583
2012.06.06,00:00,1.24614,1.25852,1.24414,1.25756,89775
2012.06.07,00:00,1.25758,1.26235,1.25402,1.25668,85863
2012.06.08,00:00,1.25666,1.25704,1.24356,1.25169,76867
2012.06.11,00:00,1.26462,1.26463,1.24502,1.24770,77191
2012.06.12,00:00,1.24772,1.25283,1.24425,1.25007,81616
2012.06.13,00:00,1.25008,1.26097,1.24737,1.25742,83116
2012.06.14,00:00,1.25743,1.26360,1.25422,1.26262,80154
2012.06.15,00:00,1.26260,1.26641,1.25921,1.26349,68001
2012.06.18,00:00,1.27044,1.27277,1.25572,1.25962,107238
2012.06.19,00:00,1.25960,1.27301,1.25687,1.26791,100911
2012.06.20,00:00,1.26789,1.27418,1.26382,1.26807,104334
2012.06.21,00:00,1.26805,1.26988,1.25314,1.25498,107167
2012.06.22,00:00,1.25496,1.25837,1.25191,1.25661,86161
2012.06.25,00:00,1.25379,1.25446,1.24711,1.25025,80860
2012.06.26,00:00,1.25023,1.25304,1.24416,1.24852,93936
2012.06.27,00:00,1.24850,1.25083,1.24451,1.24693,81966
2012.06.28,00:00,1.24695,1.25244,1.24072,1.24412,100255
2012.06.29,00:00,1.24410,1.26922,1.24329,1.26654,118323
2012.07.02,00:00,1.26547,1.26674,1.25680,1.25794,69293
2012.07.03,00:00,1.25798,1.26287,1.25592,1.26048,66701
2012.07.04,00:00,1.26046,1.26068,1.25080,1.25155,62980
2012.07.05,00:00,1.25157,1.25384,1.23637,1.23922,93640
2012.07.06,00:00,1.23928,1.24026,1.22601,1.22843,82033
2012.07.09,00:00,1.22692,1.23238,1.22683,1.23170,65068
2012.07.10,00:00,1.23172,1.23338,1.22361,1.22550,78177
2012.07.11,00:00,1.22548,1.22968,1.22128,1.22443,76925
2012.07.12,00:00,1.22448,1.22448,1.21670,1.21885,80561
2012.07.13,00:00,1.21887,1.22559,1.21622,1.22488,70179
2012.07.16,00:00,1.22468,1.22899,1.21753,1.22668,65674
2012.07.17,00:00,1.22666,1.23162,1.21889,1.22965,80564
2012.07.18,00:00,1.22962,1.23070,1.22167,1.22768,85892
2012.07.19,00:00,1.22770,1.23226,1.22289,1.22762,81582
2012.07.20,00:00,1.22759,1.22827,1.21444,1.21564,78499
2012.07.23,00:00,1.21272,1.21431,1.20673,1.21227,64920
2012.07.24,00:00,1.21225,1.21373,1.20422,1.20614,56815
2012.07.25,00:00,1.20616,1.21696,1.20534,1.21393,62028
2012.07.26,00:00,1.21390,1.23288,1.21174,1.22775,64868
2012.07.27,00:00,1.22777,1.23894,1.22418,1.23162,65629
2012.07.30,00:00,1.23024,1.23053,1.22254,1.22597,44364
2012.07.31,00:00,1.22596,1.23294,1.22489,1.22920,51715
2012.08.01,00:00,1.22921,1.23370,1.22192,1.22398,49790
2012.08.02,00:00,1.22396,1.24035,1.21339,1.21785,68590
2012.08.03,00:00,1.21785,1.23920,1.21666,1.23838,53563
2012.08.06,00:00,1.24272,1.24286,1.23418,1.23883,43127
2012.08.07,00:00,1.23881,1.24414,1.23761,1.23844,42472
2012.08.08,00:00,1.23842,1.24021,1.23269,1.23719,42889
2012.08.09,00:00,1.23716,1.23867,1.22668,1.22927,45881
2012.08.10,00:00,1.22929,1.23152,1.22413,1.22852,41193
2012.08.13,00:00,1.22748,1.23730,1.22608,1.23260,38003
2012.08.14,00:00,1.23259,1.23852,1.23164,1.23237,40268
2012.08.15,00:00,1.23239,1.23433,1.22639,1.22884,34074
2012.08.16,00:00,1.22886,1.23722,1.22560,1.23566,39495
2012.08.17,00:00,1.23568,1.23818,1.22890,1.23324,33564
2012.08.20,00:00,1.23317,1.23685,1.22953,1.23508,35739
2012.08.21,00:00,1.23509,1.24875,1.23463,1.24764,95050
2012.08.22,00:00,1.24765,1.25434,1.24313,1.25329,96401
2012.08.23,00:00,1.25328,1.25891,1.25242,1.25595,104193
2012.08.24,00:00,1.25597,1.25662,1.24832,1.25112,86159
2012.08.27,00:00,1.25053,1.25353,1.24899,1.25005,58513
2012.08.28,00:00,1.25006,1.25764,1.24650,1.25696,85652
2012.08.29,00:00,1.25695,1.25732,1.25186,1.25302,77131
2012.08.30,00:00,1.25302,1.25638,1.24869,1.25093,80395
2012.08.31,00:00,1.25094,1.26373,1.24933,1.25772,102150
2012.09.03,00:00,1.25730,1.26109,1.25597,1.25859,57157
2012.09.04,00:00,1.25860,1.26276,1.25257,1.25332,78456
2012.09.05,00:00,1.25330,1.26241,1.25014,1.26000,92622
2012.09.06,00:00,1.25999,1.26517,1.25610,1.26305,104032
2012.09.07,00:00,1.26305,1.28169,1.26259,1.28151,83562
2012.09.10,00:00,1.27951,1.28032,1.27550,1.27608,77373
2012.09.11,00:00,1.27606,1.28712,1.27584,1.28512,97647
2012.09.12,00:00,1.28513,1.29362,1.28266,1.29018,111190
2012.09.13,00:00,1.29018,1.30015,1.28555,1.29923,114660
2012.09.14,00:00,1.29923,1.31685,1.29844,1.31280,61916
2012.09.17,00:00,1.31291,1.31716,1.30832,1.31164,25824
2012.09.18,00:00,1.31155,1.31214,1.30294,1.30473,25812
2012.09.19,00:00,1.30469,1.30847,1.29930,1.30480,26879
2012.09.20,00:00,1.30473,1.30588,1.29191,1.29680,29894
2012.09.21,00:00,1.29680,1.30476,1.29558,1.29800,65995
2012.09.24,00:00,1.29790,1.29902,1.28907,1.29302,80120
2012.09.25,00:00,1.29305,1.29713,1.28861,1.29001,91022
2012.09.26,00:00,1.29008,1.29132,1.28352,1.28711,87570
2012.09.27,00:00,1.28713,1.29291,1.28285,1.29138,101245
2012.09.28,00:00,1.29128,1.29600,1.28382,1.28572,191078
2012.10.01,00:00,1.28595,1.29398,1.28035,1.28883,172122
2012.10.02,00:00,1.28886,1.29676,1.28794,1.29187,116238
2012.10.03,00:00,1.29186,1.29368,1.28770,1.29050,75498
2012.10.04,00:00,1.29049,1.30310,1.29029,1.30173,85463
2012.10.05,00:00,1.30174,1.30711,1.29937,1.30351,79708
2012.10.08,00:00,1.30235,1.30244,1.29374,1.29674,67096
2012.10.09,00:00,1.29679,1.29909,1.28586,1.28843,85006
2012.10.10,00:00,1.28837,1.29135,1.28350,1.28734,79630
2012.10.11,00:00,1.28741,1.29517,1.28250,1.29266,80666
2012.10.12,00:00,1.29265,1.29914,1.29221,1.29496,70941
2012.10.15,00:00,1.29512,1.29784,1.28902,1.29483,73097
2012.10.16,00:00,1.29476,1.30606,1.29421,1.30529,83802
2012.10.17,00:00,1.30529,1.31396,1.30500,1.31184,104120
2012.10.18,00:00,1.31171,1.31283,1.30553,1.30660,99051
2012.10.19,00:00,1.30672,1.30766,1.30127,1.30217,89964
2012.10.22,00:00,1.30180,1.30833,1.30146,1.30588,86276
2012.10.23,00:00,1.30587,1.30750,1.29518,1.29862,93091
2012.10.24,00:00,1.29858,1.29964,1.29201,1.29722,98419
2012.10.25,00:00,1.29732,1.30228,1.29266,1.29329,99160
2012.10.26,00:00,1.29326,1.29558,1.28821,1.29347,105122
2012.10.29,00:00,1.29406,1.29449,1.28849,1.29032,72357
2012.10.30,00:00,1.29043,1.29833,1.28857,1.29611,66854
2012.10.31,00:00,1.29545,1.30205,1.29461,1.29591,87048
2012.11.01,00:00,1.29558,1.29823,1.29243,1.29419,83686
2012.11.02,00:00,1.29410,1.29504,1.28209,1.28308,99503
2012.11.05,00:00,1.28143,1.28423,1.27670,1.27951,81752
2012.11.06,00:00,1.27941,1.28264,1.27632,1.28145,88491
2012.11.07,00:00,1.28113,1.28760,1.27361,1.27702,115283
2012.11.08,00:00,1.27702,1.27803,1.27168,1.27454,99424
2012.11.09,00:00,1.27457,1.27898,1.26896,1.27098,95390
2012.11.12,00:00,1.27079,1.27386,1.26971,1.27089,67301
2012.11.13,00:00,1.27086,1.27282,1.26608,1.27032,100323
2012.11.14,00:00,1.27029,1.27792,1.26978,1.27336,100271
2012.11.15,00:00,1.27336,1.28017,1.27170,1.27790,96886
2012.11.16,00:00,1.27795,1.27842,1.26902,1.27360,94200
2012.11.19,00:00,1.27457,1.28198,1.27381,1.28118,85958
2012.11.20,00:00,1.28116,1.28292,1.27646,1.28154,106630
2012.11.21,00:00,1.28156,1.28329,1.27358,1.28282,97262
2012.11.22,00:00,1.28281,1.28984,1.28232,1.28811,82897
2012.11.23,00:00,1.28810,1.29909,1.28680,1.29757,86731
2012.11.26,00:00,1.29678,1.29842,1.29438,1.29703,93767
2012.11.27,00:00,1.29708,1.30087,1.29151,1.29410,111291
2012.11.28,00:00,1.29409,1.29535,1.28797,1.29514,107938
2012.11.29,00:00,1.29513,1.30140,1.29388,1.29778,99879
2012.11.30,00:00,1.29772,1.30277,1.29680,1.30038,100851
2012.12.03,00:00,1.29814,1.30755,1.29814,1.30512,96572
2012.12.04,00:00,1.30517,1.31081,1.30454,1.30928,99628
2012.12.05,00:00,1.30927,1.31264,1.30600,1.30659,99600
2012.12.06,00:00,1.30659,1.30861,1.29500,1.29659,106668
2012.12.07,00:00,1.29663,1.29723,1.28759,1.29295,97191
2012.12.10,00:00,1.28875,1.29463,1.28855,1.29391,92235
2012.12.11,00:00,1.29396,1.30147,1.29285,1.30047,88024
2012.12.12,00:00,1.30045,1.30972,1.29953,1.30732,93237
2012.12.13,00:00,1.30725,1.31000,1.30406,1.30766,97426
2012.12.14,00:00,1.30765,1.31729,1.30659,1.31557,98584
2012.12.17,00:00,1.31673,1.31869,1.31437,1.31619,92572
2012.12.18,00:00,1.31617,1.32380,1.31544,1.32268,87090
2012.12.19,00:00,1.32268,1.33081,1.32218,1.32250,101308
2012.12.20,00:00,1.32250,1.32948,1.31870,1.32426,104218
2012.12.21,00:00,1.32425,1.32515,1.31579,1.31827,118709
2012.12.24,00:00,1.31705,1.32333,1.31702,1.31873,54711
2012.12.26,00:00,1.31865,1.32539,1.31827,1.32219,35305
2012.12.27,00:00,1.32218,1.32835,1.32011,1.32333,85990
2012.12.28,00:00,1.32331,1.32563,1.31656,1.32148,78647
2012.12.31,00:00,1.32095,1.32348,1.31717,1.31985,68173
2013.01.02,00:00,1.32764,1.32994,1.31565,1.31845,110492
2013.01.03,00:00,1.31847,1.31892,1.30459,1.30478,110673
2013.01.04,00:00,1.30478,1.30891,1.29972,1.30806,115497
2013.01.07,00:00,1.30755,1.31192,1.30166,1.31155,106318
2013.01.08,00:00,1.31156,1.31393,1.30560,1.30800,110352
2013.01.09,00:00,1.30799,1.30956,1.30363,1.30631,106243
2013.01.10,00:00,1.30631,1.32703,1.30376,1.32693,123243
2013.01.11,00:00,1.32683,1.33655,1.32481,1.33357,126821
2013.01.14,00:00,1.33610,1.34036,1.33356,1.33802,121758
2013.01.15,00:00,1.33802,1.33935,1.32627,1.33047,138151
2013.01.16,00:00,1.33031,1.33245,1.32562,1.32876,129168
2013.01.17,00:00,1.32875,1.33871,1.32697,1.33730,144045
2013.01.18,00:00,1.33730,1.33979,1.32801,1.33203,125324
2013.01.21,00:00,1.33148,1.33322,1.32998,1.33121,74467
2013.01.22,00:00,1.33139,1.33712,1.32665,1.33208,134476
2013.01.23,00:00,1.33207,1.33543,1.32640,1.33163,105267
2013.01.24,00:00,1.33163,1.33923,1.32858,1.33752,120347
2013.01.25,00:00,1.33751,1.34788,1.33489,1.34595,132570
2013.01.28,00:00,1.34646,1.34770,1.34242,1.34540,109322
2013.01.29,00:00,1.34539,1.34970,1.34139,1.34902,129050
2013.01.30,00:00,1.34907,1.35869,1.34815,1.35654,128304
2013.01.31,00:00,1.35651,1.35941,1.35408,1.35761,121635
2013.02.01,00:00,1.35759,1.37109,1.35709,1.36545,153555
2013.02.04,00:00,1.36470,1.36576,1.35049,1.35136,121921
2013.02.05,00:00,1.35111,1.35973,1.34582,1.35826,156237
2013.02.06,00:00,1.35825,1.35956,1.34929,1.35202,133656
2013.02.07,00:00,1.35190,1.35772,1.33702,1.33954,152096
2013.02.08,00:00,1.33954,1.34288,1.33530,1.33652,116463
2013.02.11,00:00,1.33687,1.34271,1.33568,1.34046,104096
2013.02.12,00:00,1.34049,1.34753,1.33636,1.34515,119784
2013.02.13,00:00,1.34522,1.35197,1.34257,1.34502,115928
2013.02.14,00:00,1.34476,1.34550,1.33149,1.33615,132891
2013.02.15,00:00,1.33613,1.33931,1.33060,1.33614,122550
2013.02.18,00:00,1.33483,1.33790,1.33211,1.33491,87863
2013.02.19,00:00,1.33491,1.33955,1.33285,1.33863,104739
2013.02.20,00:00,1.33862,1.34338,1.32708,1.32808,123121
2013.02.21,00:00,1.32809,1.32899,1.31607,1.31879,135767
2013.02.22,00:00,1.31880,1.32454,1.31446,1.31867,116163
2013.02.25,00:00,1.32097,1.33185,1.30452,1.30615,166357
2013.02.26,00:00,1.30613,1.31227,1.30180,1.30607,181471
2013.02.27,00:00,1.30607,1.31463,1.30419,1.31363,142479
2013.02.28,00:00,1.31362,1.31611,1.30525,1.30547,119339
2013.03.01,00:00,1.30546,1.31009,1.29662,1.30210,130626
2013.03.04,00:00,1.30119,1.30307,1.29819,1.30246,106262
2013.03.05,00:00,1.30245,1.30751,1.30098,1.30496,100211
2013.03.06,00:00,1.30495,1.30705,1.29635,1.29654,95144
2013.03.07,00:00,1.29653,1.31181,1.29646,1.31061,131317
2013.03.08,00:00,1.31061,1.31341,1.29549,1.29975,120239
2013.03.11,00:00,1.29854,1.30527,1.29790,1.30445,86934
2013.03.12,00:00,1.30445,1.30743,1.29907,1.30329,115971
2013.03.13,00:00,1.30329,1.30645,1.29230,1.29598,115830
2013.03.14,00:00,1.29597,1.30322,1.29110,1.30036,120768
2013.03.15,00:00,1.30035,1.31068,1.29981,1.30718,120584
2013.03.18,00:00,1.29037,1.29954,1.28817,1.29554,132670
2013.03.19,00:00,1.29554,1.29694,1.28431,1.28802,147062
2013.03.20,00:00,1.28801,1.29778,1.28560,1.29317,141098
2013.03.21,00:00,1.29317,1.29550,1.28791,1.28970,146307
2013.03.22,00:00,1.28969,1.30097,1.28878,1.29852,128762
2013.03.25,00:00,1.29446,1.30478,1.28294,1.28510,208573
2013.03.26,00:00,1.28510,1.28894,1.28277,1.28597,172798
2013.03.27,00:00,1.28597,1.28668,1.27502,1.27783,156396
2013.03.28,00:00,1.27784,1.28442,1.27548,1.28158,145424
2013.03.29,00:00,1.28142,1.28367,1.27925,1.28153,57135
2013.04.01,00:00,1.28026,1.28674,1.27706,1.28469,70906
2013.04.02,00:00,1.28470,1.28774,1.28085,1.28201,134015
2013.04.03,00:00,1.28201,1.28640,1.27895,1.28470,125525
2013.04.04,00:00,1.28469,1.29487,1.27443,1.29347,162435
2013.04.05,00:00,1.29346,1.30394,1.29000,1.29907,144533
2013.04.08,00:00,1.29758,1.30377,1.29677,1.30075,136867
2013.04.09,00:00,1.30075,1.31028,1.30047,1.30812,130101
2013.04.10,00:00,1.30813,1.31215,1.30514,1.30683,131962
2013.04.11,00:00,1.30683,1.31381,1.30433,1.30985,142213
2013.04.12,00:00,1.30984,1.31262,1.30365,1.31086,153654
2013.04.15,00:00,1.31132,1.31132,1.30208,1.30330,174143
2013.04.16,00:00,1.30324,1.32012,1.30279,1.31749,196840
2013.04.17,00:00,1.31748,1.31992,1.30008,1.30289,203410
2013.04.18,00:00,1.30287,1.30960,1.30203,1.30491,181442
2013.04.19,00:00,1.30490,1.31284,1.30437,1.30482,163505
2013.04.22,00:00,1.30752,1.30837,1.30147,1.30645,135339
2013.04.23,00:00,1.30646,1.30837,1.29726,1.29932,162635
2013.04.24,00:00,1.29929,1.30337,1.29537,1.30130,140209
2013.04.25,00:00,1.30128,1.30931,1.29883,1.30101,149369
2013.04.26,00:00,1.30105,1.30472,1.29902,1.30266,143938
2013.04.29,00:00,1.30474,1.31164,1.30311,1.30966,119438
2013.04.30,00:00,1.30967,1.31858,1.30537,1.31653,138596
2013.05.01,00:00,1.31652,1.32424,1.31561,1.31778,117310
2013.05.02,00:00,1.31779,1.32183,1.30371,1.30634,178088
2013.05.03,00:00,1.30633,1.31591,1.30332,1.31109,150453
2013.05.06,00:00,1.31192,1.31408,1.30533,1.30748,86597
2013.05.07,00:00,1.30747,1.31316,1.30673,1.30785,115929
2013.05.08,00:00,1.30782,1.31939,1.30712,1.31518,130469
2013.05.09,00:00,1.31519,1.31765,1.30097,1.30415,144364
2013.05.10,00:00,1.30410,1.30504,1.29350,1.29859,187212
2013.05.13,00:00,1.29688,1.29993,1.29413,1.29736,137963
2013.05.14,00:00,1.29736,1.30289,1.29121,1.29192,158459
2013.05.15,00:00,1.29190,1.29417,1.28426,1.28849,176548
2013.05.16,00:00,1.28851,1.29293,1.28460,1.28828,164619
2013.05.17,00:00,1.28807,1.28894,1.27960,1.28374,152066
2013.05.20,00:00,1.28412,1.29004,1.28190,1.28817,122975
2013.05.21,00:00,1.28815,1.29332,1.28406,1.29059,160343
2013.05.22,00:00,1.29059,1.29977,1.28332,1.28578,233372
2013.05.23,00:00,1.28578,1.29563,1.28211,1.29323,211953
2013.05.24,00:00,1.29323,1.29931,1.29039,1.29302,154415
2013.05.27,00:00,1.29335,1.29482,1.29148,1.29288,62177
2013.05.28,00:00,1.29281,1.29494,1.28490,1.28552,150309
2013.05.29,00:00,1.28552,1.29772,1.28376,1.29402,176509
2013.05.30,00:00,1.29402,1.30614,1.29330,1.30490,182585
2013.05.31,00:00,1.30466,1.30590,1.29438,1.29942,172449
2013.06.03,00:00,1.29927,1.31073,1.29550,1.30757,162682
2013.06.04,00:00,1.30755,1.31011,1.30418,1.30803,134743
2013.06.05,00:00,1.30795,1.31154,1.30527,1.30903,147683
2013.06.06,00:00,1.30906,1.33047,1.30745,1.32445,103687
2013.06.07,00:00,1.32429,1.32849,1.31916,1.32172,42576
2013.06.10,00:00,1.31883,1.32685,1.31772,1.32565,45096
2013.06.11,00:00,1.32566,1.33172,1.32318,1.33123,42358
2013.06.12,00:00,1.33123,1.33588,1.32652,1.33359,38767
2013.06.13,00:00,1.33347,1.33898,1.32784,1.33751,41461
2013.06.14,00:00,1.33727,1.33729,1.32944,1.33449,36824
2013.06.17,00:00,1.33469,1.33811,1.33179,1.33656,36599
2013.06.18,00:00,1.33652,1.34147,1.33255,1.33912,40613
2013.06.19,00:00,1.33930,1.34144,1.32618,1.32932,39710
2013.06.20,00:00,1.32932,1.33012,1.31609,1.32190,70203
2013.06.21,00:00,1.32183,1.32539,1.30982,1.31189,62200
2013.06.24,00:00,1.30901,1.31437,1.30588,1.31189,63980
2013.06.25,00:00,1.31190,1.31503,1.30653,1.30800,86689
2013.06.26,00:00,1.30793,1.30869,1.29850,1.30117,77872
2013.06.27,00:00,1.30116,1.30550,1.30001,1.30380,72535
2013.06.28,00:00,1.30382,1.31023,1.29921,1.30092,73835
2013.07.01,00:00,1.30119,1.30662,1.30055,1.30637,58525
2013.07.02,00:00,1.30635,1.30774,1.29635,1.29782,49607
2013.07.03,00:00,1.29782,1.30321,1.29229,1.30099,74364
2013.07.04,00:00,1.30068,1.30228,1.28829,1.29128,64925
2013.07.05,00:00,1.29125,1.29164,1.28058,1.28268,70725
2013.07.08,00:00,1.28099,1.28814,1.28099,1.28694,56460
2013.07.09,00:00,1.28687,1.28979,1.27549,1.27803,69524
2013.07.10,00:00,1.27789,1.29835,1.27644,1.29758,71776
2013.07.11,00:00,1.29736,1.32059,1.29619,1.30961,101688
2013.07.12,00:00,1.30946,1.30997,1.29992,1.30652,64552
2013.07.15,00:00,1.30733,1.30787,1.29930,1.30607,61295
2013.07.16,00:00,1.30610,1.31742,1.30496,1.31614,71500
2013.07.17,00:00,1.31613,1.31776,1.30827,1.31238,72830
2013.07.18,00:00,1.31225,1.31272,1.30661,1.31082,64537
2013.07.19,00:00,1.31085,1.31537,1.30870,1.31411,63398
2013.07.22,00:00,1.31400,1.32178,1.31342,1.31844,56712
2013.07.23,00:00,1.31840,1.32383,1.31632,1.32222,62603
2013.07.24,00:00,1.32201,1.32558,1.31763,1.32000,71306
2013.07.25,00:00,1.31976,1.32954,1.31654,1.32751,69120
2013.07.26,00:00,1.32755,1.32966,1.32524,1.32778,63183
2013.07.29,00:00,1.32848,1.32949,1.32387,1.32606,59388
2013.07.30,00:00,1.32624,1.33018,1.32339,1.32613,53499
2013.07.31,00:00,1.32609,1.33444,1.32051,1.33032,70862
2013.08.01,00:00,1.32993,1.33103,1.31939,1.32060,61957
2013.08.02,00:00,1.32046,1.32937,1.31875,1.32755,57877
2013.08.05,00:00,1.32827,1.32999,1.32324,1.32576,50164
2013.08.06,00:00,1.32559,1.33227,1.32457,1.33036,57296
2013.08.07,00:00,1.33036,1.33451,1.32620,1.33366,67246
2013.08.08,00:00,1.33337,1.34002,1.33277,1.33804,62867
2013.08.09,00:00,1.33791,1.33901,1.33323,1.33388,50543
2013.08.12,00:00,1.33189,1.33438,1.32768,1.32997,50296
2013.08.13,00:00,1.32975,1.33170,1.32310,1.32624,63524
